customer_id,prob,default
100000.0,0.16069843991874572,0
100001.0,0.21263854821923098,0
100002.0,0.5471022923013684,1
100003.0,0.595554795819718,1
100004.0,0.5509514402962299,1
100005.0,0.26789044795357553,0
100006.0,0.15307184989017983,0
100007.0,0.31717948357572484,0
100008.0,0.07984936871947437,0
100009.0,0.40326759353154046,0
100010.0,0.19494453615696763,0
100011.0,0.27918528812393134,0
100012.0,0.32215558807632266,0
100013.0,0.22836879748460598,0
100014.0,0.16238259623343756,0
100015.0,0.22875648707813565,0
100016.0,0.2944561331089837,0
100017.0,0.13952945486770368,0
100018.0,0.8621167183244431,1
100019.0,0.4559647648705238,0
100020.0,0.5679208576769883,1
100021.0,0.8996660042515623,1
100022.0,0.2996082800227957,0
100023.0,0.18199337088927875,0
100024.0,0.4949556179134148,0
100025.0,0.14741737124043416,0
100026.0,0.10521219242598649,0
100027.0,0.8025979452284385,1
100028.0,0.11143750152360021,0
100029.0,0.5110721439863716,1
100030.0,0.684164205642392,1
100031.0,0.3867373879347928,0
100032.0,0.43379120158131806,0
100033.0,0.41538874481437704,0
100034.0,0.1358558461596006,0
100035.0,0.21337132353229676,0
100036.0,0.23119063533865652,0
100037.0,0.17199517123965002,0
100038.0,0.15746398551364313,0
100039.0,0.22626084273333352,0
100040.0,0.36934181384715425,0
100041.0,0.09038553826920094,0
100042.0,0.9053679271468231,1
100043.0,0.5827346429948217,1
100044.0,0.27173815892732384,0
100045.0,0.3613160442677397,0
100046.0,0.33423009505233575,0
100047.0,0.5849042121747252,1
100048.0,0.14943931902218469,0
100049.0,0.16135150510339072,0
100050.0,0.5299763026039627,1
100051.0,0.13776057657094068,0
100052.0,0.9680849648187368,1
100053.0,0.4969537146766587,0
100054.0,0.3125433814690249,0
100055.0,0.5751934193011502,1
100056.0,0.17901156368382684,0
100057.0,0.31576358794554593,0
100058.0,0.1124476102102394,0
100059.0,0.20325700189132864,0
100060.0,0.759377684097786,1
100061.0,0.22556972268278974,0
100062.0,0.08998984153199474,0
100063.0,0.5732333082605862,1
100064.0,0.33398611415632834,0
100065.0,0.3182989727399683,0
100066.0,0.11404946760546555,0
100067.0,0.11258133249789075,0
100068.0,0.3050191968011033,0
100069.0,0.30042561821005564,0
100070.0,0.14536547846871217,0
100071.0,0.9008199183044818,1
100072.0,0.26670315989510973,0
100073.0,0.20002633400967743,0
100074.0,0.5663679988406128,1
100075.0,0.26093402424219625,0
100076.0,0.14612979292435915,0
100077.0,0.44529679651779164,0
100078.0,0.4155187868960169,0
100079.0,0.09375840774339259,0
100080.0,0.7136608999586267,1
100081.0,0.897885472615429,1
100082.0,0.07128231708597534,0
100083.0,0.6725116797695307,1
100084.0,0.25287445463995384,0
100085.0,0.22509696467102028,0
100086.0,0.5343204211338447,1
100087.0,0.6905666674292802,1
100088.0,0.24948562860132342,0
100089.0,0.18024682479128357,0
100090.0,0.4730361495648357,0
100091.0,0.0848971972221566,0
100092.0,0.16638927172244164,0
100093.0,0.2142021336359226,0
100094.0,0.3202895604542453,0
100095.0,0.22476867400514255,0
100096.0,0.40586026148041826,0
100097.0,0.16016290707662312,0
100098.0,0.256852993318262,0
100099.0,0.5277827882481868,1
100100.0,0.8461782231631024,1
100101.0,0.259689956674107,0
100102.0,0.22596727810670558,0
100103.0,0.4552683985396204,0
100104.0,0.17193001365231209,0
100105.0,0.16427515782941182,0
100106.0,0.0883171378638525,0
100107.0,0.2743172277388706,0
100108.0,0.1885805021591826,0
100109.0,0.19760811002018303,0
100110.0,0.37612631504135724,0
100111.0,0.25202727933289004,0
100112.0,0.430804849434396,0
100113.0,0.5910142564913984,1
100114.0,0.6720574580313892,1
100115.0,0.13046779530708238,0
100116.0,0.1784479665152707,0
100117.0,0.244329562739523,0
100118.0,0.4050359316423683,0
100119.0,0.5931785868190609,1
100120.0,0.1324230995089604,0
100121.0,0.20324651216280418,0
100122.0,0.13757573494767106,0
100123.0,0.30753559218749005,0
100124.0,0.10232571851338092,0
100125.0,0.12220910811545789,0
100126.0,0.8678010714775863,1
